grant_id,name_std,acreage,year,county_text,raw_entry,issues
IV_15_484,William Vardeman Of Goochland Co.,200.0,1734.0,,"WILLIAM VARDEMAN of
Goochland Co., 200 acs. NL in sd
Co., adj. the S side of the Rivanna
Riv. near the Mountains, adj.
Charles Lewis; 1734,
p.296. £1.
27 Sep",county_text
IV_15_485,Ralph Banks,400.0,1734.0,,"RALPH BANKS, 400 acs. NL in
St. Mark Par. Spotsyl. Co., in the
Great Fork of Rappahannock Riv.
adj. William Banks; 27 Sep 1734,
p.297. £2.",county_text
IV_15_488,Robert Foster Of K. & Q. Co.,642.0,1728.0,,"ROBERT FOSTER of K. & Q.
Co., 642 acs. Lapsd L. in St.
Geo. Par. Spotsyl. Co., in the Fork
of Rappahannock Riv., N side of
Mountain Run & Lower side the
Cabbin Run; adj. Robert
Spotswood & Col. Spotswood; 27
Sep 173, p.298. £3.85. Gtd. 8 Sep
1728 unto David Buggs of sd Par.
Spotsyl Co. [PB 14 p.95], who
failed to make Cultiv. & Improv.,
and John Foster made Suit &
obtained a G. for the same Which
he reling. to Robert Foster.",county_text
IV_15_507,William Jasper,,1734.0,Orange,"WILLIAM JASPER, 62 = acs.
Sherrando L., to be Orange Co.,
on W side of Sherrando Riv. & S
side of Opeckon Run; 3 Oct 1734,
p-309. [see Note]",acreage
IV_15_524,William Jay,,1734.0,Orange,"WILLIAM JAY, 100 = acs.
Sherrando L., to be Orange Co. on
the W side of Sherrando Riv.,
below the Falls of Evat’s Run, adj.
Daniel Burnet; 3 Oct 1734, p.319.
[see Note]",acreage
IV_15_536,Benjamin Borden,122.0,1734.0,,"BENJAMIN BORDEN, ANDREW
HAMPTON & DAVID
GRIFFITH, 1,122 acs. Sherrando
Riv. adj. Edward Meloy on S side
of Bulskin Run; 3 Oct 1734, p.328.
[see Note]",county_text
IV_15_553,David Gwin Of Hanover Co.,40.0,1734.0,,"DAVID GWIN of Hanover Co., 40
acs. NL in sd Co., adj. William
Haynes, David Gwin, & Harris; 3
Oct 1734, p.344. 5 Shill.",county_text
IV_15_554,Isham Eppes Of Pr. Geo. Co.,150.0,1734.0,,"ISHAM EPPES of Pr. Geo. Co.,
150 acs. NL in sd Co., on Sellar
Fork of Deep Cr.; 3 Oct 1734,
p.345. 15 Shill.",county_text
IV_15_570,Robert Bryant,412.0,1734.0,,"ROBERT BRYANT, JUNR., 412
acs. NL in upper Par. Nansemond
Co., on S side of black Water Riv.,
on the Co. line [S60°W], down
Cypress Sw., by the main road;
adj. Robert Bryant Senr, Robert
Carr & Robert Bryant; 3 Oct 1734,
p.353. £2.85.",county_text
IV_15_573,William Eddings Of St. Marks Par. Spotsyl. Co,725.0,1734.0,,"WILLIAM EDDINGS of St. Marks
Par. Spotsyl. Co, 1,725 acs.
OL,NL in sd Par. & Co., in the
Fork of the Robinson Riv., down
White Oak run; adj. John Rouse &
Andreas Kirker; 3 Oct 1734,
p.355. £5. 325 acs. part of a Pat.
gtd. John Rouse 28 Sep 1728 [PB
14 p.110] & by him Sold &
Conveyed unto William Eddings;
400 acs. Formerly gtd. sd William
Eddings by Pat. 25 Aug 1731 [PB
14 p.247].",county_text
IV_15_582,Isham Eppes Of Pr. Geo. Co.,400.0,1734.0,,"ISHAM EPPES of Pr. Geo. Co.,
400 acs. in sd Co., on the Ridge
bet. the Brs. of Little Nottoway
Riv. & the brs. of Deep Cr.; 21
Nov 1734, p.364. £2.",county_text
IV_15_596,John Morgan Of Is. Of Wight Co.,100.0,1734.0,,"JOHN MORGAN of Is. of Wight
Co., 100 acs. in sd Co., S side of
Nottoway Riv. & down Reedy Sw.;
21 Nov 1734, p.380. 10 Shill.",county_text
IV_15_605,Charles Norman Of Hanover Co.,800.0,1734.0,,"CHARLES NORMAN of Hanover
Co., 800 acs. in sd Co., on both
sides of the Southanna, Camp Cr.
& Hudson’s Cr.; cross Sycamore
Fork & Southern Fork of Camp
Cr.; adj. Bunch, Capt. Hudson,
Thompson, & Foster; 21 Nov
1734, p.390. 400 acs. Formerly
Gtd. Nicholas Meriwether Gent. by
pat. 31 Oct 1726 [PB 13 p.34] &
since Conveyed to sd Charles
Norman, the residue Gtd. Thomas
Pollett by Pat. 25 Aug 1731 [PB 14
p.224] & by him conveyed to sd
Charles Norman.",county_text
IV_15_606,John & Thomas’ Foster,0.0,1734.0,,"JOHN & THOMAS’ FOSTER,
1,000 acs. St. Geo. Par. Spotsyl.
Co., on the Brs. of Terrys Run, on
the Beaver Dam Run., down the
Riga; adj. Samuel Smith, & Buker;
21 Nov 1734, p.392. £5. Gtd. 28
Sep 1728 unto William Walfard of
K. & Q. Co. [Wafford in PB 13
p.356] who failed to make Cultiv.
& Improv.; John Foster & Thomas
Foster made Humble Suit & gtd.
same.",county_text
IV_15_611,James Hall Of Pr. Geo. Co.,283.0,1734.0,,"JAMES HALL of Pr. Geo. Co.,
283 acs. in sd Co., upper side of
Woody Cr. of Deep Cr, on a
Spring Br. below the upper open
Beaver ponds; 27 Jan 1734/35,
p.399. £1.S10.",county_text
IV_15_615,John Gillion Of Surry Co.,190.0,1734.0,,"JOHN GILLION of Surry Co., 190
acs. in sd Co., N side of Nottoway
Riv., E side of Allen’s Br.; adj.
Nathaniel Malloon & William
Harper; 27 Jan 1734/35, p.403.
£1.",county_text
IV_15_617,William Keyley Of Brunswick Co.,76.0,1734.0,,"WILLIAM KEYLEY of Brunswick
Co., 76 acs. in sd Co., N side Flatt
Rock Cr.; 27 Jan 1734/35, p.406.
10 Shill.",county_text
IV_15_628,Benjamin Heath Of Pr. Geo. Co.,241.0,1734.0,,"BENJAMIN HEATH of Pr. Geo.
Co., 241 acs. in sd Co., S side of
the main Deep Cr., on the side of
the Beaverpond below the mouth of
the Indian Br.; 27 Jan 1734/35,
p.418. £1.85.",county_text
IV_15_639,Cornelius Cargill Of Brunswick Co.,450.0,1734.0,,"CORNELIUS CARGILL of
Brunswick Co., 450 acs. in sd Co.,
N side of Roanoak Riv., at the
Lower end of an Island & just
above an Island; adj. James
Monford; 27 Feb 1734/35, p.434.
£2.85.",county_text
IV_15_642,Joshua Poythress Of Pr. Geo. Co.,382.0,1734.0,,"JOSHUA POYTHRESS of Pr.
Geo. Co., Gent., 382 acs. in sd
Co., on S side of Tommahitton
Sw., near Batts’s path, adj. his
brother William; 27 Feb 1734/35,
p.437. £2.",county_text
IV_15_651,Francis Slaughter Of Orange Co.,200.0,1734.0,,"FRANCIS SLAUGHTER of
Orange Co., 1,200 acs. in sd Co.,
in the Great Fork of Rappahannock
Riv., by the North Br. of the
Mountain run, on a br. of Ruffins
Run; adj. Augustine Smith, Francis
Thornton & John Roberts; 27 Feb
1734/35, p.448. £1. 1,000 acs.
formerly gtd. sd Francis Slaughter
2 Nov 1728 [PB 13 p.6].",county_text
IV_15_674,Matthew Whitehead Of Surry Co.,423.0,1734.0,,"MATTHEW WHITEHEAD of
Surry Co., 423 acs. in sd Co., on
S side of Nottoway Riv., near a
Main Road; adj. Edward Goodrich
& George Pasmore; 24 Mar
1734/35, p.477. £2.85.",county_text
IV_15_676,John Mason Of Surry Co.,673.0,1734.0,,"JOHN MASON of Surry Co.,
Gent., 673 acs. in sd Co., S side of
the main blackwater Sw., E side of
Atsamoosock Sw., down the
Underground Br.; adj. Mr Richard
Bland, James Jones, William Rose
& Nicholas Parthridge; 24 Mar
1734/35, p.479. £1. 223 acs. part
formerly sold & Conveyed to sd
John Mason by John Hardiman &
Henrietta Maria his wife, Francis
Hardiman & Sarah his wife,
Elizabeth Duke & _ Frances
Greenhill by Deeds 18 Dec 1723;
250 acs. one other part sold &
conveyed to sd John Mason by
Samuel Clark [PB 10 p.279] by
Deeds 17 Jun 1734.",county_text
IV_15_677,John Duke Of Brunswick Co.,895.0,1734.0,,"JOHN DUKE of Brunswick Co.,
895 acs. in sd Co., S side of the
three creeks, down the Rockey
Run; adj. Col. Nathaniel Harrison,
William Rains, Thomas Jackson &
John Cumbow; 24 Mar 1734/35,
p.481. £4.S10.",county_text
IV_15_681,Robert Martin,0.0,1735.0,,"ROBERT MARTIN, 1,000 acs. in
St. Geo. Par. Spotsyl. Co. on the
Head of the South Br. of the North
Riv., over 2 Brs. of Cattle Run;
adj. George Procter & Edward
Price; 13 May 1735, p.486. £5.
gtd. John Mulkey of sd Par. & Co.
by Pat. 28 Sep 1728 [PB 14 p.106]
who failed to make cultiv. &
improv.; Robert Martin made
Humble Suit & obtained a G. for
the same.",county_text
IV_15_688,Jeffrey Summerford Of Brunswick Co.,69.0,1735.0,,"JEFFREY SUMMERFORD of
Brunswick Co., 69 acs. in sd Co.,
S side of Roanoak Riv., adj. John
& Richard Brown; 20 May 1735,
p.495. 10 Shill.",county_text
IV_15_696,Cornelius Cargill Of Brunswick Co.,100.0,1735.0,,"CORNELIUS CARGILL of
Brunswick Co., 100 acs. in sd Co.,
N side of Roanoak Riv.; 9 Jun
1735, p.504. 10 Shill.",county_text
IV_15_698,Cornelius Cargill & William Smith Of Brunswick Co.,50.0,1735.0,,"CORNELIUS CARGILL &
WILLIAM SMITH of Brunswick
Co., 50 acs. in sd Co., N side of
Roanoak Riv., adj. sd Cargill; 9
Jun 1735, p.506. 5 Shill.",county_text
IV_15_705,Lewis Tanner Of Pr. Geo. Co.,200.0,1735.0,,"LEWIS TANNER of Pr. Geo. Co.,
200 acs. in sd Co., on N Fork of
Buckskin Cr. of Deep Cr., near the
mouth of a Small Spring Br.; adj.
Thomas Hamlin & William Towns;
20 May 1735, p.515. £1.",county_text
IV_15_708,Thomas Neale Of Pr. Geo. Co.,800.0,1735.0,,"THOMAS NEALE of Pr. Geo.
Co., 800 acs. in sd Co., in the
South Fork of Beaverpond Br. of
Deep Cr.; adj. his own, William
Marshall, Robert Thompson & Yeo
Avery; 20 May 1735, p.519. £4.",county_text
IV_15_719,Nicholas Williams Of Is. Of Wight Co.,195.0,1735.0,,"NICHOLAS WILLIAMS of Is. of
Wight Co., Gent., 195 acs. in sd
Co., N side of Nottoway Riv., up
the Cabbin Br.; adj. Richard Drake
junr., the sd Williams & William
Mayo; 19 Jun 1735, p.532. £1.",county_text
IV_15_722,Robert Lundy Of Is. Of Wight Co.,145.0,1735.0,,"ROBERT LUNDY of Is. of Wight
Co., 145 acs. in sd Co., N side of
Maherin Riv.; 19 Jun 1735, p.536537. 15 Shill.",county_text
IV_16_723,William Randolph Of Goochland Co.,400.0,1735.0,,"WILLIAM RANDOLPH of
Goochland Co., 2,400 acs. in sd
Co., N side Rivanna Riv., below
the Mountain Falls, up Mountain
Falls Cr.; adj. the Mountains &
Robert Adams; 1 Jul 1735, p.1.
£12.",county_text
IV_16_724,James Stuart,,1735.0,Hanover,"JAMES STUART, 400 © acs.
Hanover Co., adj. Dansie &
Hudson; 1 Jul 1735, p.3. £2.",acreage
IV_16_733,Richard Kirkland Of Pr. Geo. Co.,200.0,1735.0,,"RICHARD KIRKLAND of Pr.
Geo. Co., 200 acs. in sd Co.; on N
side of Jones Hole Sw. above his
Settlement, by the Road, adj.
Titmash; 7 Jul 1735, p.23. £1.",county_text
IV_16_765,James Cock Of Henrico Co.,88.0,1735.0,,"JAMES COCK of Henrico Co.,
Gent., 88 acs. in sd Co. on N side
of James Riv. & Shoccoe Cr., on E
side of Cannon’s Br., up W side of
Johnston’s Br.; adj. Luke Smith,
John Gun, Thomas Wood; within
39 foot of sd Cock’s Dwelling
House; 1 Aug 1735, p.99. 10
Shill.",county_text
IV_16_787,Benjamin Walker,200.0,1735.0,,"BENJAMIN WALKER, 200 acs. in
St. Margaret’s Par. Caroline Co.,
on W side of White’s Run, by a
Path about 200 yards above his
(Partlo’s) House; adj. John
Nichols, John Martin & John Ellis;
9 Aug 1735, p.144. £1. Gtd. John
Partlo by Pat. 27 Sep 1729 [PB 13
p.415] who failed to make Cultiv.
& Improv.",county_text
IV_16_794,John Taylor Of Pr. Geo. Co.,303.0,1735.0,,"JOHN TAYLOR of Pr. Geo. Co.,
303 acs. in sd Co., on lower side
of Deep Cr. above the Sappone
Indians Cabbins, up Winningham’s
Cr., at the Fork of a Small Spring
Br.; 18 Aug 1735, p.158. £1.810.",county_text
IV_16_833,Samuel Moore Of Pr. Geo. Co.,100.0,1735.0,,"SAMUEL MOORE of Pr. Geo.
Co., 100 acs. in sd Co., on S side
of Butterwood Sw., adj. William
Poythress & Peter Wynn; 10 Sep
1735, p.234. 10 Shill.",county_text
IV_16_846,Thomas Vaughan,362.0,1735.0,,"THOMAS VAUGHAN, 362 acs. in
the upper Par. of Nansemond Co.
at a place called Hackney Marsh;
adj. William Holland, James
Holland, Thomas Haward
[Howard], James Ely & Elias
Ballard; 10 Sep 1735, p.263. £2.",county_text
IV_16_858,Samuel Morgan,438.0,1735.0,,"SAMUEL MORGAN, of Amelia
Co., 438 acs. in sd Co., on the
upper side of Deep Cr.; adj.
William Crawley, Joseph Granger,
Thomas Neale & Francis Mann; 29
Sep 1735, p.292. £2.85.",county_text
IV_16_865,Thomas Booth Of Pr. Geo. Co.,554.0,1735.0,,"THOMAS BOOTH of Pr. Geo.
Co., 1,554 acs. in sd Co., on both
sides of the Sweathouse Fork of
Deep Cr., by the side of the Beaver
Pond below the Mouth of a great
Br., up Sweathouse Cr.; adj.
Thomas Simmons, Seth Pettypool
& John Clay; 29 Sep 1735, p.309.
£7. 150 acs. part formerly Gtd. sd
Thomas Booth by Pat. 13 Oct 1727
[PB 13 p.204].",county_text
IV_16_867,Morgan Bryan,400.0,1735.0,,"MORGAN BRYAN, 400 acs., on a
hill above UnderWood Lick, adj.
his other Tract; 12 Nov 1735,
p.315. [see Note]",county_text
IV_16_868,Morgan Bryan,264.0,1735.0,,"MORGAN BRYAN. 264 acs., 12
Nov 1735, p.318. [see Note]",county_text
IV_16_869,Alexander Ross,373.0,1735.0,,"ALEXANDER ROSS, 2,373 acs.,
at the foot of Grindstone Hill; adj.
John Litler & John Ballenger; 12
Nov 1735, p.320. [See Note]",county_text
IV_16_870,John Wilson,286.0,1735.0,,"JOHN WILSON, 286 acs., E side
a small Br. of Opeckon about 40
Poles below the head Spring; 12
Nov 1735, p.323. [See Note]",county_text
IV_16_871,Thomas Curtis,418.0,1735.0,,"THOMAS CURTIS, 418  acs.,
about 2 miles above the Mouth of
Tulisses Br., by Couhongo Riv.; 12
Nov 1735, p.325. [See Note]",county_text
IV_16_872,Nathaniel Thomas,380.0,1735.0,,"NATHANIEL THOMAS, 380 acs.,
on W side of Opeckon & on a br.
of the same called Red Bud Br., to
the Northward of a place called JP
Spring which is included in this
Pat.; 12 Nov 1735, p.328. [See
Note]",county_text
IV_16_873,Isaac Perkins,200.0,1735.0,,"ISAAC PERKINS, 200 acs., near
the Gap of the short hills next
above Thomas Babbs Plantation; 12
Nov 1735, p.330. [See Note]",county_text
IV_16_874,John Hiet,300.0,1735.0,,"JOHN HIET, JUNR. of Lancaster
Co. in the Province of Pensylvania,
300 acs. on N side of Opeckon,
above Paul Williams; 12 Nov 1735,
p.332. [See Note]",county_text
IV_16_875,Thomas Anderson,542.0,1735.0,,"THOMAS ANDERSON, 542 acs.,
by the S side of Mill Br. opposite a
Steep Piny Hill; 12 Nov 1735,
p.334. [See Note]",county_text
IV_16_876,John Mills,408.0,1735.0,,"JOHN MILLS, JUNIOR, 408 acs.,
on a Small Br. of Middle Cr.; 12
Nov 1735, p.337. [See Note]
JOHN PETEATE, 500 acs., on a
Br. of Opeckon called Middle Br.;
12 Nov 1735, p.339. [See Note]",county_text
IV_16_877,Robert Luna,294.0,1735.0,,"ROBERT LUNA, 294 acs., near a
Ford where they cross Cohongornto
to Samuel Owens Plantation; 12
Nov 1735, p.342. [See Note]",county_text
IV_16_878,John Richards,500.0,1735.0,,"JOHN RICHARDS, 500 acs.., on
S side of Cedar Run, adj. Jobn
Branson; 12 Nov 1735, p.345.
[See Note]",county_text
IV_16_879,John Litler,448.0,1735.0,,"JOHN LITLER, 448 acs., near the
Head of the Yorkshire-Man’s Br.
which runs into Opeckon, adj.
Giles Chapman; 12 Nov 1735,
p.346. [See Note]",county_text
IV_16_880,Giles Chapman,400.0,1735.0,,"GILES CHAPMAN, 400 acs., near
the head of Yorkshire-Man’s Br.;
12 Nov 1735, p.349. [See Note]",county_text
IV_16_881,James Brown,121.0,1735.0,,"JAMES BROWN, 121 acs. down
the S side of Cohongornta Riv.;
adj. John Williams; 12 Nov 1735,
p.351. [See Note]",county_text
IV_16_882,Luke Emlen,125.0,1735.0,,"LUKE EMLEN, 125 acs., up the
W side of Cohongornta Riv.; 12
Nov 1735, p.353. [See Note]",county_text
IV_16_883,Morgan Bryan,450.0,1735.0,,"MORGAN BRYAN, 450 acs. on
the W side of Opeckon Run where
the lowermost Fork of Tuskaroro
Br. falls into sd Run; 12 Nov 1735,
p.356. [See Note]",county_text
IV_16_884,Francis Pincher,100.0,1735.0,,"FRANCIS PINCHER, 100 acs.
about 2 Miles above Tuskaroro Br.,
on W side of Opeckon Run, against
an Island; 12 Nov 1735, p.359.
[See Note]",county_text
IV_16_885,Cornelius Cockerine,172.0,1735.0,,"CORNELIUS COCKERINE, 172
acs., on S side of Cohongo Riv.
adj. James Brown; 12 Nov 1735,
p.361. [See Note]",county_text
IV_16_886,Josiah Ballenger,500.0,1735.0,,"JOSIAH BALLENGER, 500 acs.,
adj. a Tract surveyed for George
Hollingsworth at Hannah’s Spring;
12 Nov 1735, p.364. [See Note]",county_text
IV_16_887,William Hogg,411.0,1735.0,,"WILLIAM HOGG, 411 acs., about
56 Poles from sd Hogg’s Dwelling
House; adj. John Calvert &
Thomas Dawson; 12 Nov 1735,
p.366. [See Note]",county_text
IV_16_888,Benjamin Borden,850.0,1735.0,,"BENJAMIN BORDEN, 850 acs.,
near the Round Hill, adj. Thomas
Babb; 12 Nov 1735, p.369. [See
Note]",county_text
IV_16_889,John Litler & James Wright,438.0,1735.0,,"JOHN LITLER & JAMES
WRIGHT, 438 acs., about a Mile
SW of Giles Chapman & Samuel
Bond; 12 Nov 1735, p.371. [See
Note]",county_text
IV_16_893,Thomas Dawson,295.0,1735.0,,"THOMAS DAWSON, 295 acs.,
adj. Hite, & William Hogg; 12
Nov 1735, p.383. [See Note]",county_text
IV_16_894,Thomas Branson,850.0,1735.0,,"THOMAS BRANSON, 850 acs., at
the Head of the South Br. of
Opeckon, nigh a Cattail Meadow,
crossing a Br. of little Cacapor
Riv., adj. Jost Hite; 12 Nov 1735,
p.385. [See Note]",county_text
IV_16_895,George Hobson,937.0,1735.0,,"GEORGE HOBSON, 937 acs., on
a br. of Mill Run; 12 Nov 1735,
p.388. [See Note]",county_text
IV_16_896,Morgan Bryan,20.0,1735.0,,"MORGAN BRYAN, 1,020 acs., on
the head of Tulley’s br.; 12 Nov
1735, p.390. [See Note]",county_text
IV_16_897,Evan Thomas,14.0,1735.0,,"EVAN THOMAS, 1,014 acs., NE
side of a Marsh that falls into
Opeckon, by a Path that goes down
to John Smith’s Mill; 12 Nov 1735,
p.392. [See Note]",county_text
IV_16_898,John Calvert,850.0,1735.0,,"JOHN CALVERT, 850 acs., near
Abraham Hollingsworth &
Calvert’s Run; 12 Nov 1735,
p.394. [See Note]",county_text
IV_16_899,John Litler,85.0,1735.0,,"JOHN LITLER, 1,085 acs., adj.
Thomas Evans; 12 Nov 1735,
p.396. [See Note]",county_text
IV_16_900,Morgan Morgan,0.0,1735.0,,"MORGAN MORGAN, 1,000 acs.,
on a Br. of Opeckon, W Side of a
Rockey Ridge, S side of sd
Morgan’s Path to the Great Spring;
adj. John Mills & George Hobson;
12 Nov 1735, p.398. [See Note]",county_text
IV_16_901,Hugh Parral,466.0,1735.0,,"HUGH PARRAL, 466 acs. on NE
side of Red Bud Br. adj. John
Calvert; 12 Nov 1735, p.400. [See
Note]",county_text
IV_16_902,James Davis,175.0,1735.0,,"JAMES DAVIS, 1,175  acs.,
crossing Tulisis Br., near the Foot
of the North Mountain; 12 Nov
1735, p.402. [See Note]",county_text
IV_16_903,Thomas Babb,600.0,1735.0,,"THOMAS BABB, 600 acs., at a
white oak marked ""TB""; 12 Nov
1735, p.405. [See Note]",county_text
IV_16_904,Edward Davis,875.0,1735.0,,"EDWARD DAVIS, 875 acs., on a
br. of Cohongoruto called Tulisis
Br., adj. James Davis; 12 Nov
1735, p.406. [See Note]",county_text
IV_16_905,John Mills,315.0,1735.0,,"JOHN MILLS, 1,315 acs. on a Br.
of Opeckon called the Mill Br.; by
the Path from sd Mills’s to Lewis
D. Moss’s; 12 Nov 1735, p.408.
[See Note]",county_text
IV_16_906,John Peteate & George Robinson,650.0,1735.0,,"JOHN PETEATE & GEORGE
ROBINSON, 1,650 acs., on both
sides of Tuskaroror Br. which runs
into Opeckon; 12 Nov 1735, p.411.
[See Note]",county_text
IV_16_907,Isaac Perkins,725.0,1735.0,,"ISAAC PERKINS, 725 acs., W
side of a Br. that runs into
Opeckon next below the Br. which
John Calvert lives on; 12 Nov
1735, p.413. [See Note]",county_text
IV_16_908,John Hood,175.0,1735.0,,"JOHN HOOD, 1,175 acs., crossing
Tylyses Br., adj. James Davis; 12
Nov 1735, p.415. [See Note]",county_text
IV_16_912,George Payne,,1735.0,Goochland,"GEORGE PAYNE, 200 = acs.
Goochland Co., N side of James
Riv. on Brs. of Stoney Cr. & of
the broad Brs. of Tuckahoe Cr.;
adj. John Woodson, William
Farrar, Robert Burton & Robert
Adams; to a Corner Pine and
Puchayman Trees standing on a
small Br. of the broad Br. of
Tuckahoe; 10 Jan 1735/36, p.423.
£1.",acreage
IV_16_914,John Duke Of Brunswick Co.,200.0,1735.0,,"JOHN DUKE of Brunswick Co.,
Gent., 200 acs. in sd Co., on both
sides of Meherrin Br; 10 Jan
1735/36, p.426. £1. [Comment:
Meherrin Br., now called Tryall
Cr., is a Br. of the three Creeks]",county_text
IV_16_917,John Parker Of Brunswick Co.,430.0,1735.0,,"JOHN PARKER of Brunswick Co.,
430 acs. in sd Co., on both sides of
Stoney Cr., adj. James Mice; 10
Jan 1735/36, p.431. £2.85.",county_text
IV_16_944,Thomas Williams Of Is. Of Wight Co.,125.0,1735.0,,"THOMAS WILLIAMS of Is. of
Wight Co., Gent., 125 acs. in sd
Co.; on S side of main Black Water
Sw.; adj. the Nottoway Indians L.
& sd Williams; 10 Jan 1735/36,
p.478. 15 Shill.",county_text
IV_16_951,George Wilson And John Clark,277.0,1735.0,,"GEORGE WILSON and JOHN
CLARK, 277 acs. Spotsyl. &
Caroline Counties, on NE side of
the main Ridge Road which divides
this Land from Col. Augustine
Moore.; adj. sd Moore, sd Wilson,
Mr Robt. Baylor & Thos. Collins;
10 Jan 1735/36, p.490. £1.S10.",county_text
IV_16_965,John Wilkason Of Surry Co.,200.0,1735.0,,"JOHN WILKASON of Surry Co.,
200 acs. in sd Co., on S side of
main black Water Sw.; adj. sd
Wilkason, the College Land & Col.
Nathaniel Harrison dec’d.; 10 Jan
1735/36, p.514. £1.",county_text
IV_16_967,Duncomb Hammon Of Amelia Co.,200.0,1735.0,,"DUNCOMB HAMMON of Amelia
Co., 200 acs. in sd Co., on the
middle Cellar Fork of Deep Cr., up
Cellar Cr.; adj. Charles Williams,
Smith, Westbrooke, sd Duncomb,
& William Gamlin; 10 Jan
1735/36, p.517. £1.",county_text
IV_16_970,William Lax,,1735.0,Goochland,"WILLIAM LAX, 250 © acs.
Goochland Co. on S side of James
Riv., E side the main South Deep
Cr., adj. Peter Legran; 10 Jan
1735/36, p.522. £1.85.",acreage
IV_16_974,Robert Hester Of Hanover Co.,400.0,1735.0,,"ROBERT HESTER of Hanover
Co., 400 acs. in sd Co., adj. his
own & Nathanl. Dickenson; 10 Jan
1735/36, p.528. £2.",county_text
IV_17_995,Thomas Foard,,1735.0,Hanover,"THOMAS FOARD, 267 = acs.
Hanover Co.; adj. John Willson,
Mr Paul Harrelson, Hugh Hogan,
Samuel Reynolds, sd Thomas
Foard & Maj. Carr; 15 Mar
1735/36, p.23. £1.S10.",acreage
IV_17_1004,Oliver Worrell Of Nansemond Co.,95.0,1736.0,,"OLIVER WORRELL of
Nansemond Co., 95 acs. in the
Upper Par. of sd Co., thro’ part of
the Barbacue Pocoson; adj. his
own, Elias Ballard & John Harris;
5 Jun 1736, p.53. 10 Shill.",county_text
IV_17_1014,Isham Randolph Of Goochland Co.,0.0,1736.0,,"ISHAM RANDOLPH of
Goochland Co., Gent., 3,000 acs.
in sd Co., N side of James Riv., in
Rock Castle Point, including an
Island in the Riv.; adj. Tarlton
Fleming, John Bolling, John
Hankin, Thomas Carter, Thomas
Ballow, Daniel Johnson, Richard
Dean, Leonard Ballow, Joseph
Jackson & Walter Clapton; 5 Jun
1736, p.61. £10.85. 190 acs. Part
of a Pat. gtd. John Bolling, Gent.
for 320 acs. 1 Apr 1717 [PB 10
p.311] & by him Sold to Thomas
Pleasant and by sd _ Pleasant
conveyed to Isham Randolph; 378
acs. other Part gtd. Joseph Bradley
by Pat. 17 Aug 1720 [PB 11 p.44]
& by him Sold & conveyed to
Isham Randolph; 400 acs. other
part gtd. Thomas Friend by Pat. 25
Aug 1731 [PB 14 p.268] & by him
Sold & Conveyed to sd Isham
Randolph.",county_text
IV_17_1058,William Brown,,1736.0,Hanover,"WILLIAM BROWN, 431 = acs.
Hanover Co. on both sides of Cubb
Cr., adj. Thomas Rice & Col.
David Meriwether; 5 Jun 1736,
p.99. £2.S5.",acreage
IV_17_1119,William Beverley Of Essex Co.,,,,"WILLIAM BEVERLEY of Essex
Co., Gent., SIR JOHN
RANDOLPH of the City of
Williamsburgh, Knight.,",acreage;year;county_text
IV_17_1122,Jacob Seay Of Amelia Co.,400.0,1736.0,,"JACOB SEAY of Amelia Co., 400
acs. in sd Co., on both sides the
great Bent Run, adj. Joseph
Echoles at the Rock, & Benjamin
Clemons; 8 Sep 1736, p.157. £2.",county_text
IV_17_1148,William Eckholes Of Amelia Co.,397.0,1736.0,,"WILLIAM ECKHOLES of Amelia
Co., 397 acs. sd Co., S side of
Appamattox Riv., below the Bent
Run; adj. his old L. & Paul Pigg;
13 Oct 1736, p.200. £2.",county_text
IV_17_1157,Benjamin Hubbard Of Amelia Co.,890.0,1736.0,,"BENJAMIN HUBBARD of Amelia
Co., 890 acs. in sd Co., on the
upper side of Flatt Cr., up the Haw
Br.; adj. Richard Kennon, Daniel
Hamlin & John Ferguson; 13 Oct
1736, p.208. 400 acs. Part
formerly gtd. sd Benjamin Hubbard
by Pat. 1 Aug 1734 [PB 15 p.246].",county_text
IV_17_1194,Samuel Jones Of Amelia Co.,200.0,1736.0,,"SAMUEL JONES of Amelia Co.,
200 acs. in sd Co., on N side of
Buckskin, adj. William Towns &
John Nash; 17 Mar _ 1736/37,
p.246. £1.",county_text
IV_17_1195,Samuel Jones Of Amelia Co.,200.0,1736.0,,"SAMUEL JONES of Amelia Co.,
200 acs. sd Co. on the Fork of
West’s Cr., upon  Fitzgerrald’s
Fork & crossing the North Fork,
adj. Fitzgerrald; 17 Mar 1736/37,
p.247. £1.",county_text
IV_17_1273,Francis Turnley,111.0,1737.0,,"FRANCIS TURNLEY, 111 acs. in
St. Geo. Par. Spotsyl. Co.; adj.
William Holloway, William Johnston,
Warner, & Ambrose Grayson; 10 Jun
1737, p.325. 15 Shill.",county_text
IV_17_1289,Stephen Hughes Of Goochland Co.,0.0,1737.0,,"STEPHEN HUGHES of Goochland
Co., 1,000 acs. in sd Co., on both
sides of Deep Cr.; adj. Bowler
Cocke, William Mayo; 10 Jun
1737, p.339. £5.",county_text
IV_17_1294,William Watson Of Amelia Co.,0.0,1737.0,,"WILLIAM WATSON of Amelia
Co., 2,000 acs. sd Co., both sides
of Flatt Cr., opposite the mouth of
Horsepen Br. & the mouth of the
great Fork, down the Little Cr.,
adj. Mayes; 10 Jun 1737, p.343.
£10.",county_text
